Operation,Plate Barcode,Loop,Repeat,Well ID,Row,Column,Sample Type,Time [hhh:mm:ss.sss],Measurement Time,Point X,Point Y,Exc WL[nm],Ems WL Channel 1[nm],Ems WL Channel 2[nm],Window,Window Start[µs],Signal Channel 1,Signal Channel 2,Result Channel 1,Result Channel 2,Result mP,Result HTRFRatio,Result Ratio,Step,Temperature current[°C]
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,1,B01,2,1,Undefined,000:00:00.000,2024-09-16 20:48:37 -07:00,,,485 / 20,535 / 40,,,,1356658,,1356658,,,,,1,36.9
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,1,B02,2,2,Undefined,000:00:00.712,2024-09-16 20:48:38 -07:00,,,485 / 20,535 / 40,,,,1346305,,1346305,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,1,B03,2,3,Undefined,000:00:01.414,2024-09-16 20:48:38 -07:00,,,485 / 20,535 / 40,,,,1354901,,1354901,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,1,B04,2,4,Undefined,000:00:02.122,2024-09-16 20:48:39 -07:00,,,485 / 20,535 / 40,,,,1373934,,1373934,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,1,B05,2,5,Undefined,000:00:02.824,2024-09-16 20:48:40 -07:00,,,485 / 20,535 / 40,,,,1346370,,1346370,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,1,B06,2,6,Undefined,000:00:03.540,2024-09-16 20:48:40 -07:00,,,485 / 20,535 / 40,,,,1353360,,1353360,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,1,B07,2,7,Undefined,000:00:04.243,2024-09-16 20:48:41 -07:00,,,485 / 20,535 / 40,,,,1356309,,1356309,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,1,B08,2,8,Undefined,000:00:04.950,2024-09-16 20:48:42 -07:00,,,485 / 20,535 / 40,,,,1348033,,1348033,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,1,B09,2,9,Undefined,000:00:05.657,2024-09-16 20:48:43 -07:00,,,485 / 20,535 / 40,,,,1388994,,1388994,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,1,B10,2,10,Undefined,000:00:06.361,2024-09-16 20:48:43 -07:00,,,485 / 20,535 / 40,,,,1399010,,1399010,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,1,B11,2,11,Undefined,000:00:07.068,2024-09-16 20:48:44 -07:00,,,485 / 20,535 / 40,,,,1396653,,1396653,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,1,B12,2,12,Undefined,000:00:07.771,2024-09-16 20:48:45 -07:00,,,485 / 20,535 / 40,,,,1380136,,1380136,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,1,B13,2,13,Undefined,000:00:08.473,2024-09-16 20:48:45 -07:00,,,485 / 20,535 / 40,,,,1379141,,1379141,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,1,B14,2,14,,000:00:09.181,2024-09-16 20:48:46 -07:00,,,485 / 20,535 / 40,,,,1383914,,1383914,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,1,B15,2,15,,000:00:09.883,2024-09-16 20:48:47 -07:00,,,485 / 20,535 / 40,,,,1377302,,1377302,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,1,B16,2,16,,000:00:10.590,2024-09-16 20:48:47 -07:00,,,485 / 20,535 / 40,,,,1359366,,1359366,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,1,B17,2,17,,000:00:11.292,2024-09-16 20:48:48 -07:00,,,485 / 20,535 / 40,,,,1341297,,1341297,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,2,B01,2,1,Undefined,000:03:00.003,2024-09-16 20:51:37 -07:00,,,485 / 20,535 / 40,,,,1307332,,1307332,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,2,B02,2,2,Undefined,000:03:00.731,2024-09-16 20:51:38 -07:00,,,485 / 20,535 / 40,,,,1306946,,1306946,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,2,B03,2,3,Undefined,000:03:01.450,2024-09-16 20:51:38 -07:00,,,485 / 20,535 / 40,,,,1309349,,1309349,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,2,B04,2,4,Undefined,000:03:02.151,2024-09-16 20:51:39 -07:00,,,485 / 20,535 / 40,,,,1323775,,1323775,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,2,B05,2,5,Undefined,000:03:02.861,2024-09-16 20:51:40 -07:00,,,485 / 20,535 / 40,,,,1294875,,1294875,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,2,B06,2,6,Undefined,000:03:03.574,2024-09-16 20:51:40 -07:00,,,485 / 20,535 / 40,,,,1287856,,1287856,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,2,B07,2,7,Undefined,000:03:04.282,2024-09-16 20:51:41 -07:00,,,485 / 20,535 / 40,,,,1287426,,1287426,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,2,B08,2,8,Undefined,000:03:04.990,2024-09-16 20:51:42 -07:00,,,485 / 20,535 / 40,,,,1237896,,1237896,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,2,B09,2,9,Undefined,000:03:05.700,2024-09-16 20:51:43 -07:00,,,485 / 20,535 / 40,,,,1311155,,1311155,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,2,B10,2,10,Undefined,000:03:06.404,2024-09-16 20:51:43 -07:00,,,485 / 20,535 / 40,,,,1325064,,1325064,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,2,B11,2,11,Undefined,000:03:07.120,2024-09-16 20:51:44 -07:00,,,485 / 20,535 / 40,,,,1320127,,1320127,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,2,B12,2,12,Undefined,000:03:07.831,2024-09-16 20:51:45 -07:00,,,485 / 20,535 / 40,,,,1295978,,1295978,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,2,B13,2,13,Undefined,000:03:08.540,2024-09-16 20:51:45 -07:00,,,485 / 20,535 / 40,,,,1298067,,1298067,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,2,B14,2,14,,000:03:09.241,2024-09-16 20:51:46 -07:00,,,485 / 20,535 / 40,,,,1305531,,1305531,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,2,B15,2,15,,000:03:09.943,2024-09-16 20:51:47 -07:00,,,485 / 20,535 / 40,,,,1301616,,1301616,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,2,B16,2,16,,000:03:10.651,2024-09-16 20:51:48 -07:00,,,485 / 20,535 / 40,,,,1274420,,1274420,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,2,B17,2,17,,000:03:11.352,2024-09-16 20:51:48 -07:00,,,485 / 20,535 / 40,,,,1269714,,1269714,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,3,B01,2,1,Undefined,000:06:00.005,2024-09-16 20:54:37 -07:00,,,485 / 20,535 / 40,,,,1287144,,1287144,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,3,B02,2,2,Undefined,000:06:00.717,2024-09-16 20:54:38 -07:00,,,485 / 20,535 / 40,,,,1350584,,1350584,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,3,B03,2,3,Undefined,000:06:01.424,2024-09-16 20:54:38 -07:00,,,485 / 20,535 / 40,,,,1289974,,1289974,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,3,B04,2,4,Undefined,000:06:02.126,2024-09-16 20:54:39 -07:00,,,485 / 20,535 / 40,,,,1329653,,1329653,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,3,B05,2,5,Undefined,000:06:02.827,2024-09-16 20:54:40 -07:00,,,485 / 20,535 / 40,,,,1276297,,1276297,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,3,B06,2,6,Undefined,000:06:03.540,2024-09-16 20:54:40 -07:00,,,485 / 20,535 / 40,,,,1314428,,1314428,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,3,B07,2,7,Undefined,000:06:04.251,2024-09-16 20:54:41 -07:00,,,485 / 20,535 / 40,,,,1270210,,1270210,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,3,B08,2,8,Undefined,000:06:04.960,2024-09-16 20:54:42 -07:00,,,485 / 20,535 / 40,,,,1228186,,1228186,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,3,B09,2,9,Undefined,000:06:05.664,2024-09-16 20:54:43 -07:00,,,485 / 20,535 / 40,,,,1287365,,1287365,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,3,B10,2,10,Undefined,000:06:06.365,2024-09-16 20:54:43 -07:00,,,485 / 20,535 / 40,,,,1349129,,1349129,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,3,B11,2,11,Undefined,000:06:07.072,2024-09-16 20:54:44 -07:00,,,485 / 20,535 / 40,,,,1301303,,1301303,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,3,B12,2,12,Undefined,000:06:07.775,2024-09-16 20:54:45 -07:00,,,485 / 20,535 / 40,,,,1263575,,1263575,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,3,B13,2,13,Undefined,000:06:08.490,2024-09-16 20:54:45 -07:00,,,485 / 20,535 / 40,,,,1278806,,1278806,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,3,B14,2,14,,000:06:09.191,2024-09-16 20:54:46 -07:00,,,485 / 20,535 / 40,,,,1319303,,1319303,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,3,B15,2,15,,000:06:09.892,2024-09-16 20:54:47 -07:00,,,485 / 20,535 / 40,,,,1277577,,1277577,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,3,B16,2,16,,000:06:10.602,2024-09-16 20:54:47 -07:00,,,485 / 20,535 / 40,,,,1249700,,1249700,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,3,B17,2,17,,000:06:11.311,2024-09-16 20:54:48 -07:00,,,485 / 20,535 / 40,,,,1248478,,1248478,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,4,B01,2,1,Undefined,000:09:00.005,2024-09-16 20:57:37 -07:00,,,485 / 20,535 / 40,,,,1280877,,1280877,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,4,B02,2,2,Undefined,000:09:00.725,2024-09-16 20:57:38 -07:00,,,485 / 20,535 / 40,,,,1620247,,1620247,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,4,B03,2,3,Undefined,000:09:01.427,2024-09-16 20:57:38 -07:00,,,485 / 20,535 / 40,,,,1285860,,1285860,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,4,B04,2,4,Undefined,000:09:02.136,2024-09-16 20:57:39 -07:00,,,485 / 20,535 / 40,,,,1537076,,1537076,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,4,B05,2,5,Undefined,000:09:02.842,2024-09-16 20:57:40 -07:00,,,485 / 20,535 / 40,,,,1270756,,1270756,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,4,B06,2,6,Undefined,000:09:03.546,2024-09-16 20:57:40 -07:00,,,485 / 20,535 / 40,,,,1554246,,1554246,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,4,B07,2,7,Undefined,000:09:04.254,2024-09-16 20:57:41 -07:00,,,485 / 20,535 / 40,,,,1261408,,1261408,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,4,B08,2,8,Undefined,000:09:04.957,2024-09-16 20:57:42 -07:00,,,485 / 20,535 / 40,,,,1355170,,1355170,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,4,B09,2,9,Undefined,000:09:05.663,2024-09-16 20:57:43 -07:00,,,485 / 20,535 / 40,,,,1277352,,1277352,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,4,B10,2,10,Undefined,000:09:06.371,2024-09-16 20:57:43 -07:00,,,485 / 20,535 / 40,,,,1632749,,1632749,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,4,B11,2,11,Undefined,000:09:07.080,2024-09-16 20:57:44 -07:00,,,485 / 20,535 / 40,,,,1292459,,1292459,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,4,B12,2,12,Undefined,000:09:07.787,2024-09-16 20:57:45 -07:00,,,485 / 20,535 / 40,,,,1254307,,1254307,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,4,B13,2,13,Undefined,000:09:08.492,2024-09-16 20:57:45 -07:00,,,485 / 20,535 / 40,,,,1271060,,1271060,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,4,B14,2,14,,000:09:09.200,2024-09-16 20:57:46 -07:00,,,485 / 20,535 / 40,,,,1586445,,1586445,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,4,B15,2,15,,000:09:09.902,2024-09-16 20:57:47 -07:00,,,485 / 20,535 / 40,,,,1269662,,1269662,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,4,B16,2,16,,000:09:10.606,2024-09-16 20:57:48 -07:00,,,485 / 20,535 / 40,,,,1243909,,1243909,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,4,B17,2,17,,000:09:11.320,2024-09-16 20:57:48 -07:00,,,485 / 20,535 / 40,,,,1241277,,1241277,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,5,B01,2,1,Undefined,000:12:00.007,2024-09-16 21:00:37 -07:00,,,485 / 20,535 / 40,,,,1279001,,1279001,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,5,B02,2,2,Undefined,000:12:00.726,2024-09-16 21:00:38 -07:00,,,485 / 20,535 / 40,,,,2227424,,2227424,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,5,B03,2,3,Undefined,000:12:01.427,2024-09-16 21:00:38 -07:00,,,485 / 20,535 / 40,,,,1277828,,1277828,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,5,B04,2,4,Undefined,000:12:02.140,2024-09-16 21:00:39 -07:00,,,485 / 20,535 / 40,,,,2092104,,2092104,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,5,B05,2,5,Undefined,000:12:02.841,2024-09-16 21:00:40 -07:00,,,485 / 20,535 / 40,,,,1267205,,1267205,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,5,B06,2,6,Undefined,000:12:03.546,2024-09-16 21:00:40 -07:00,,,485 / 20,535 / 40,,,,2052047,,2052047,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,5,B07,2,7,Undefined,000:12:04.253,2024-09-16 21:00:41 -07:00,,,485 / 20,535 / 40,,,,1256460,,1256460,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,5,B08,2,8,Undefined,000:12:04.962,2024-09-16 21:00:42 -07:00,,,485 / 20,535 / 40,,,,1613738,,1613738,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,5,B09,2,9,Undefined,000:12:05.667,2024-09-16 21:00:43 -07:00,,,485 / 20,535 / 40,,,,1273706,,1273706,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,5,B10,2,10,Undefined,000:12:06.375,2024-09-16 21:00:43 -07:00,,,485 / 20,535 / 40,,,,2305462,,2305462,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,5,B11,2,11,Undefined,000:12:07.077,2024-09-16 21:00:44 -07:00,,,485 / 20,535 / 40,,,,1290228,,1290228,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,5,B12,2,12,Undefined,000:12:07.786,2024-09-16 21:00:45 -07:00,,,485 / 20,535 / 40,,,,1252157,,1252157,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,5,B13,2,13,Undefined,000:12:08.492,2024-09-16 21:00:45 -07:00,,,485 / 20,535 / 40,,,,1271262,,1271262,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,5,B14,2,14,,000:12:09.194,2024-09-16 21:00:46 -07:00,,,485 / 20,535 / 40,,,,2241340,,2241340,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,5,B15,2,15,,000:12:09.901,2024-09-16 21:00:47 -07:00,,,485 / 20,535 / 40,,,,1268320,,1268320,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,5,B16,2,16,,000:12:10.606,2024-09-16 21:00:48 -07:00,,,485 / 20,535 / 40,,,,1243859,,1243859,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,5,B17,2,17,,000:12:11.314,2024-09-16 21:00:48 -07:00,,,485 / 20,535 / 40,,,,1240922,,1240922,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,6,B01,2,1,Undefined,000:15:00.009,2024-09-16 21:03:37 -07:00,,,485 / 20,535 / 40,,,,1282148,,1282148,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,6,B02,2,2,Undefined,000:15:00.731,2024-09-16 21:03:38 -07:00,,,485 / 20,535 / 40,,,,3172427,,3172427,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,6,B03,2,3,Undefined,000:15:01.437,2024-09-16 21:03:38 -07:00,,,485 / 20,535 / 40,,,,1279022,,1279022,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,6,B04,2,4,Undefined,000:15:02.140,2024-09-16 21:03:39 -07:00,,,485 / 20,535 / 40,,,,3078392,,3078392,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,6,B05,2,5,Undefined,000:15:02.848,2024-09-16 21:03:40 -07:00,,,485 / 20,535 / 40,,,,1264447,,1264447,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,6,B06,2,6,Undefined,000:15:03.552,2024-09-16 21:03:40 -07:00,,,485 / 20,535 / 40,,,,2780924,,2780924,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,6,B07,2,7,Undefined,000:15:04.252,2024-09-16 21:03:41 -07:00,,,485 / 20,535 / 40,,,,1258987,,1258987,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,6,B08,2,8,Undefined,000:15:04.961,2024-09-16 21:03:42 -07:00,,,485 / 20,535 / 40,,,,1960965,,1960965,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,6,B09,2,9,Undefined,000:15:05.671,2024-09-16 21:03:43 -07:00,,,485 / 20,535 / 40,,,,1273556,,1273556,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,6,B10,2,10,Undefined,000:15:06.378,2024-09-16 21:03:43 -07:00,,,485 / 20,535 / 40,,,,3385890,,3385890,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,6,B11,2,11,Undefined,000:15:07.079,2024-09-16 21:03:44 -07:00,,,485 / 20,535 / 40,,,,1291170,,1291170,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,6,B12,2,12,Undefined,000:15:07.787,2024-09-16 21:03:45 -07:00,,,485 / 20,535 / 40,,,,1256247,,1256247,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,6,B13,2,13,Undefined,000:15:08.494,2024-09-16 21:03:45 -07:00,,,485 / 20,535 / 40,,,,1272641,,1272641,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,6,B14,2,14,,000:15:09.201,2024-09-16 21:03:46 -07:00,,,485 / 20,535 / 40,,,,3318078,,3318078,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,6,B15,2,15,,000:15:09.911,2024-09-16 21:03:47 -07:00,,,485 / 20,535 / 40,,,,1272634,,1272634,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,6,B16,2,16,,000:15:10.615,2024-09-16 21:03:48 -07:00,,,485 / 20,535 / 40,,,,1247674,,1247674,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,6,B17,2,17,,000:15:11.316,2024-09-16 21:03:48 -07:00,,,485 / 20,535 / 40,,,,1239904,,1239904,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,7,B01,2,1,Undefined,000:18:00.010,2024-09-16 21:06:37 -07:00,,,485 / 20,535 / 40,,,,1284510,,1284510,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,7,B02,2,2,Undefined,000:18:00.723,2024-09-16 21:06:38 -07:00,,,485 / 20,535 / 40,,,,4396583,,4396583,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,7,B03,2,3,Undefined,000:18:01.430,2024-09-16 21:06:38 -07:00,,,485 / 20,535 / 40,,,,1279858,,1279858,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,7,B04,2,4,Undefined,000:18:02.137,2024-09-16 21:06:39 -07:00,,,485 / 20,535 / 40,,,,4487564,,4487564,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,7,B05,2,5,Undefined,000:18:02.839,2024-09-16 21:06:40 -07:00,,,485 / 20,535 / 40,,,,1264642,,1264642,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,7,B06,2,6,Undefined,000:18:03.550,2024-09-16 21:06:40 -07:00,,,485 / 20,535 / 40,,,,3671114,,3671114,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,7,B07,2,7,Undefined,000:18:04.258,2024-09-16 21:06:41 -07:00,,,485 / 20,535 / 40,,,,1261265,,1261265,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,7,B08,2,8,Undefined,000:18:04.960,2024-09-16 21:06:42 -07:00,,,485 / 20,535 / 40,,,,2371913,,2371913,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,7,B09,2,9,Undefined,000:18:05.665,2024-09-16 21:06:43 -07:00,,,485 / 20,535 / 40,,,,1274078,,1274078,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,7,B10,2,10,Undefined,000:18:06.371,2024-09-16 21:06:43 -07:00,,,485 / 20,535 / 40,,,,4801496,,4801496,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,7,B11,2,11,Undefined,000:18:07.077,2024-09-16 21:06:44 -07:00,,,485 / 20,535 / 40,,,,1290687,,1290687,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,7,B12,2,12,Undefined,000:18:07.778,2024-09-16 21:06:45 -07:00,,,485 / 20,535 / 40,,,,1261671,,1261671,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,7,B13,2,13,Undefined,000:18:08.479,2024-09-16 21:06:45 -07:00,,,485 / 20,535 / 40,,,,1274876,,1274876,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,7,B14,2,14,,000:18:09.188,2024-09-16 21:06:46 -07:00,,,485 / 20,535 / 40,,,,4767568,,4767568,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,7,B15,2,15,,000:18:09.890,2024-09-16 21:06:47 -07:00,,,485 / 20,535 / 40,,,,1271739,,1271739,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,7,B16,2,16,,000:18:10.600,2024-09-16 21:06:47 -07:00,,,485 / 20,535 / 40,,,,1253269,,1253269,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,7,B17,2,17,,000:18:11.302,2024-09-16 21:06:48 -07:00,,,485 / 20,535 / 40,,,,1241875,,1241875,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,8,B01,2,1,Undefined,000:21:00.012,2024-09-16 21:09:37 -07:00,,,485 / 20,535 / 40,,,,1285230,,1285230,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,8,B02,2,2,Undefined,000:21:00.725,2024-09-16 21:09:38 -07:00,,,485 / 20,535 / 40,,,,5839375,,5839375,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,8,B03,2,3,Undefined,000:21:01.433,2024-09-16 21:09:38 -07:00,,,485 / 20,535 / 40,,,,1281770,,1281770,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,8,B04,2,4,Undefined,000:21:02.133,2024-09-16 21:09:39 -07:00,,,485 / 20,535 / 40,,,,6269918,,6269918,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,8,B05,2,5,Undefined,000:21:02.834,2024-09-16 21:09:40 -07:00,,,485 / 20,535 / 40,,,,1264529,,1264529,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,8,B06,2,6,Undefined,000:21:03.541,2024-09-16 21:09:40 -07:00,,,485 / 20,535 / 40,,,,4658350,,4658350,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,8,B07,2,7,Undefined,000:21:04.251,2024-09-16 21:09:41 -07:00,,,485 / 20,535 / 40,,,,1262074,,1262074,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,8,B08,2,8,Undefined,000:21:04.958,2024-09-16 21:09:42 -07:00,,,485 / 20,535 / 40,,,,2803233,,2803233,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,8,B09,2,9,Undefined,000:21:05.662,2024-09-16 21:09:43 -07:00,,,485 / 20,535 / 40,,,,1272414,,1272414,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,8,B10,2,10,Undefined,000:21:06.364,2024-09-16 21:09:43 -07:00,,,485 / 20,535 / 40,,,,6471956,,6471956,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,8,B11,2,11,Undefined,000:21:07.071,2024-09-16 21:09:44 -07:00,,,485 / 20,535 / 40,,,,1292170,,1292170,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,8,B12,2,12,Undefined,000:21:07.782,2024-09-16 21:09:45 -07:00,,,485 / 20,535 / 40,,,,1265748,,1265748,,,,,1,
