Operation,Plate Barcode,Loop,Repeat,Well ID,Row,Column,Sample Type,Time [hhh:mm:ss.sss],Measurement Time,Point X,Point Y,Exc WL[nm],Ems WL Channel 1[nm],Ems WL Channel 2[nm],Window,Window Start[µs],Signal Channel 1,Signal Channel 2,Result Channel 1,Result Channel 2,Result mP,Result HTRFRatio,Result Ratio,Step,Temperature current[°C]
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,141,B08,2,8,Undefined,007:00:05.242,2024-09-17 03:48:42 -07:00,,,485 / 20,535 / 40,,,,10920907,,10920907,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,141,B09,2,9,Undefined,007:00:05.953,2024-09-17 03:48:43 -07:00,,,485 / 20,535 / 40,,,,1371302,,1371302,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,141,B10,2,10,Undefined,007:00:06.662,2024-09-17 03:48:44 -07:00,,,485 / 20,535 / 40,,,,64823785,,64823785,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,141,B11,2,11,Undefined,007:00:07.373,2024-09-17 03:48:44 -07:00,,,485 / 20,535 / 40,,,,1373879,,1373879,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,141,B12,2,12,Undefined,007:00:08.077,2024-09-17 03:48:45 -07:00,,,485 / 20,535 / 40,,,,1300498,,1300498,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,141,B13,2,13,Undefined,007:00:08.781,2024-09-17 03:48:46 -07:00,,,485 / 20,535 / 40,,,,1357658,,1357658,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,141,B14,2,14,,007:00:09.492,2024-09-17 03:48:46 -07:00,,,485 / 20,535 / 40,,,,89118457,,89118457,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,141,B15,2,15,,007:00:10.196,2024-09-17 03:48:47 -07:00,,,485 / 20,535 / 40,,,,1405456,,1405456,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,141,B16,2,16,,007:00:10.904,2024-09-17 03:48:48 -07:00,,,485 / 20,535 / 40,,,,1435328,,1435328,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,141,B17,2,17,,007:00:11.607,2024-09-17 03:48:49 -07:00,,,485 / 20,535 / 40,,,,1327724,,1327724,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,142,B01,2,1,Undefined,007:03:00.265,2024-09-17 03:51:37 -07:00,,,485 / 20,535 / 40,,,,1327341,,1327341,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,142,B02,2,2,Undefined,007:03:00.990,2024-09-17 03:51:38 -07:00,,,485 / 20,535 / 40,,,,44690071,,44690071,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,142,B03,2,3,Undefined,007:03:01.701,2024-09-17 03:51:39 -07:00,,,485 / 20,535 / 40,,,,1342792,,1342792,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,142,B04,2,4,Undefined,007:03:02.402,2024-09-17 03:51:39 -07:00,,,485 / 20,535 / 40,,,,81887951,,81887951,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,142,B05,2,5,Undefined,007:03:03.108,2024-09-17 03:51:40 -07:00,,,485 / 20,535 / 40,,,,1319336,,1319336,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,142,B06,2,6,Undefined,007:03:03.821,2024-09-17 03:51:41 -07:00,,,485 / 20,535 / 40,,,,21209889,,21209889,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,142,B07,2,7,Undefined,007:03:04.540,2024-09-17 03:51:41 -07:00,,,485 / 20,535 / 40,,,,1372127,,1372127,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,142,B08,2,8,Undefined,007:03:05.241,2024-09-17 03:51:42 -07:00,,,485 / 20,535 / 40,,,,10943202,,10943202,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,142,B09,2,9,Undefined,007:03:05.943,2024-09-17 03:51:43 -07:00,,,485 / 20,535 / 40,,,,1366178,,1366178,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,142,B10,2,10,Undefined,007:03:06.660,2024-09-17 03:51:44 -07:00,,,485 / 20,535 / 40,,,,64818694,,64818694,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,142,B11,2,11,Undefined,007:03:07.362,2024-09-17 03:51:44 -07:00,,,485 / 20,535 / 40,,,,1373531,,1373531,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,142,B12,2,12,Undefined,007:03:08.072,2024-09-17 03:51:45 -07:00,,,485 / 20,535 / 40,,,,1303145,,1303145,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,142,B13,2,13,Undefined,007:03:08.781,2024-09-17 03:51:46 -07:00,,,485 / 20,535 / 40,,,,1356532,,1356532,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,142,B14,2,14,,007:03:09.483,2024-09-17 03:51:46 -07:00,,,485 / 20,535 / 40,,,,88646488,,88646488,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,142,B15,2,15,,007:03:10.190,2024-09-17 03:51:47 -07:00,,,485 / 20,535 / 40,,,,1407246,,1407246,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,142,B16,2,16,,007:03:10.891,2024-09-17 03:51:48 -07:00,,,485 / 20,535 / 40,,,,1435172,,1435172,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,142,B17,2,17,,007:03:11.600,2024-09-17 03:51:48 -07:00,,,485 / 20,535 / 40,,,,1325811,,1325811,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,143,B01,2,1,Undefined,007:06:00.268,2024-09-17 03:54:37 -07:00,,,485 / 20,535 / 40,,,,1327150,,1327150,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,143,B02,2,2,Undefined,007:06:00.982,2024-09-17 03:54:38 -07:00,,,485 / 20,535 / 40,,,,44655392,,44655392,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,143,B03,2,3,Undefined,007:06:01.686,2024-09-17 03:54:39 -07:00,,,485 / 20,535 / 40,,,,1343332,,1343332,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,143,B04,2,4,Undefined,007:06:02.394,2024-09-17 03:54:39 -07:00,,,485 / 20,535 / 40,,,,82154383,,82154383,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,143,B05,2,5,Undefined,007:06:03.099,2024-09-17 03:54:40 -07:00,,,485 / 20,535 / 40,,,,1316751,,1316751,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,143,B06,2,6,Undefined,007:06:03.818,2024-09-17 03:54:41 -07:00,,,485 / 20,535 / 40,,,,21209763,,21209763,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,143,B07,2,7,Undefined,007:06:04.521,2024-09-17 03:54:41 -07:00,,,485 / 20,535 / 40,,,,1370758,,1370758,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,143,B08,2,8,Undefined,007:06:05.225,2024-09-17 03:54:42 -07:00,,,485 / 20,535 / 40,,,,10963002,,10963002,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,143,B09,2,9,Undefined,007:06:05.939,2024-09-17 03:54:43 -07:00,,,485 / 20,535 / 40,,,,1371867,,1371867,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,143,B10,2,10,Undefined,007:06:06.644,2024-09-17 03:54:44 -07:00,,,485 / 20,535 / 40,,,,65190124,,65190124,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,143,B11,2,11,Undefined,007:06:07.354,2024-09-17 03:54:44 -07:00,,,485 / 20,535 / 40,,,,1375513,,1375513,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,143,B12,2,12,Undefined,007:06:08.055,2024-09-17 03:54:45 -07:00,,,485 / 20,535 / 40,,,,1307762,,1307762,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,143,B13,2,13,Undefined,007:06:08.761,2024-09-17 03:54:46 -07:00,,,485 / 20,535 / 40,,,,1357250,,1357250,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,143,B14,2,14,,007:06:09.467,2024-09-17 03:54:46 -07:00,,,485 / 20,535 / 40,,,,88629281,,88629281,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,143,B15,2,15,,007:06:10.171,2024-09-17 03:54:47 -07:00,,,485 / 20,535 / 40,,,,1407021,,1407021,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,143,B16,2,16,,007:06:10.878,2024-09-17 03:54:48 -07:00,,,485 / 20,535 / 40,,,,1439169,,1439169,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,143,B17,2,17,,007:06:11.579,2024-09-17 03:54:48 -07:00,,,485 / 20,535 / 40,,,,1327114,,1327114,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,144,B01,2,1,Undefined,007:09:00.270,2024-09-17 03:57:37 -07:00,,,485 / 20,535 / 40,,,,1326379,,1326379,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,144,B02,2,2,Undefined,007:09:00.991,2024-09-17 03:57:38 -07:00,,,485 / 20,535 / 40,,,,44569498,,44569498,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,144,B03,2,3,Undefined,007:09:01.700,2024-09-17 03:57:39 -07:00,,,485 / 20,535 / 40,,,,1342627,,1342627,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,144,B04,2,4,Undefined,007:09:02.411,2024-09-17 03:57:39 -07:00,,,485 / 20,535 / 40,,,,81549950,,81549950,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,144,B05,2,5,Undefined,007:09:03.120,2024-09-17 03:57:40 -07:00,,,485 / 20,535 / 40,,,,1314939,,1314939,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,144,B06,2,6,Undefined,007:09:03.821,2024-09-17 03:57:41 -07:00,,,485 / 20,535 / 40,,,,21242283,,21242283,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,144,B07,2,7,Undefined,007:09:04.531,2024-09-17 03:57:41 -07:00,,,485 / 20,535 / 40,,,,1370020,,1370020,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,144,B08,2,8,Undefined,007:09:05.241,2024-09-17 03:57:42 -07:00,,,485 / 20,535 / 40,,,,10974701,,10974701,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,144,B09,2,9,Undefined,007:09:05.946,2024-09-17 03:57:43 -07:00,,,485 / 20,535 / 40,,,,1373421,,1373421,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,144,B10,2,10,Undefined,007:09:06.651,2024-09-17 03:57:44 -07:00,,,485 / 20,535 / 40,,,,64803190,,64803190,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,144,B11,2,11,Undefined,007:09:07.351,2024-09-17 03:57:44 -07:00,,,485 / 20,535 / 40,,,,1373123,,1373123,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,144,B12,2,12,Undefined,007:09:08.053,2024-09-17 03:57:45 -07:00,,,485 / 20,535 / 40,,,,1309495,,1309495,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,144,B13,2,13,Undefined,007:09:08.760,2024-09-17 03:57:46 -07:00,,,485 / 20,535 / 40,,,,1359033,,1359033,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,144,B14,2,14,,007:09:09.461,2024-09-17 03:57:46 -07:00,,,485 / 20,535 / 40,,,,88219227,,88219227,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,144,B15,2,15,,007:09:10.168,2024-09-17 03:57:47 -07:00,,,485 / 20,535 / 40,,,,1408947,,1408947,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,144,B16,2,16,,007:09:10.869,2024-09-17 03:57:48 -07:00,,,485 / 20,535 / 40,,,,1442030,,1442030,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,144,B17,2,17,,007:09:11.571,2024-09-17 03:57:48 -07:00,,,485 / 20,535 / 40,,,,1325969,,1325969,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,145,B01,2,1,Undefined,007:12:00.270,2024-09-17 04:00:37 -07:00,,,485 / 20,535 / 40,,,,1326951,,1326951,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,145,B02,2,2,Undefined,007:12:00.991,2024-09-17 04:00:38 -07:00,,,485 / 20,535 / 40,,,,43614593,,43614593,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,145,B03,2,3,Undefined,007:12:01.692,2024-09-17 04:00:39 -07:00,,,485 / 20,535 / 40,,,,1339626,,1339626,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,145,B04,2,4,Undefined,007:12:02.399,2024-09-17 04:00:39 -07:00,,,485 / 20,535 / 40,,,,81598184,,81598184,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,145,B05,2,5,Undefined,007:12:03.101,2024-09-17 04:00:40 -07:00,,,485 / 20,535 / 40,,,,1315985,,1315985,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,145,B06,2,6,Undefined,007:12:03.813,2024-09-17 04:00:41 -07:00,,,485 / 20,535 / 40,,,,21320850,,21320850,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,145,B07,2,7,Undefined,007:12:04.522,2024-09-17 04:00:41 -07:00,,,485 / 20,535 / 40,,,,1370720,,1370720,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,145,B08,2,8,Undefined,007:12:05.223,2024-09-17 04:00:42 -07:00,,,485 / 20,535 / 40,,,,11013610,,11013610,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,145,B09,2,9,Undefined,007:12:05.933,2024-09-17 04:00:43 -07:00,,,485 / 20,535 / 40,,,,1372884,,1372884,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,145,B10,2,10,Undefined,007:12:06.641,2024-09-17 04:00:44 -07:00,,,485 / 20,535 / 40,,,,64750640,,64750640,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,145,B11,2,11,Undefined,007:12:07.351,2024-09-17 04:00:44 -07:00,,,485 / 20,535 / 40,,,,1374673,,1374673,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,145,B12,2,12,Undefined,007:12:08.054,2024-09-17 04:00:45 -07:00,,,485 / 20,535 / 40,,,,1305631,,1305631,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,145,B13,2,13,Undefined,007:12:08.756,2024-09-17 04:00:46 -07:00,,,485 / 20,535 / 40,,,,1359053,,1359053,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,145,B14,2,14,,007:12:09.463,2024-09-17 04:00:46 -07:00,,,485 / 20,535 / 40,,,,88671526,,88671526,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,145,B15,2,15,,007:12:10.171,2024-09-17 04:00:47 -07:00,,,485 / 20,535 / 40,,,,1408998,,1408998,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,145,B16,2,16,,007:12:10.881,2024-09-17 04:00:48 -07:00,,,485 / 20,535 / 40,,,,1445557,,1445557,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,145,B17,2,17,,007:12:11.584,2024-09-17 04:00:48 -07:00,,,485 / 20,535 / 40,,,,1325505,,1325505,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,146,B01,2,1,Undefined,007:15:00.272,2024-09-17 04:03:37 -07:00,,,485 / 20,535 / 40,,,,1325995,,1325995,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,146,B02,2,2,Undefined,007:15:00.992,2024-09-17 04:03:38 -07:00,,,485 / 20,535 / 40,,,,43495011,,43495011,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,146,B03,2,3,Undefined,007:15:01.693,2024-09-17 04:03:39 -07:00,,,485 / 20,535 / 40,,,,1338140,,1338140,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,146,B04,2,4,Undefined,007:15:02.403,2024-09-17 04:03:39 -07:00,,,485 / 20,535 / 40,,,,81149967,,81149967,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,146,B05,2,5,Undefined,007:15:03.110,2024-09-17 04:03:40 -07:00,,,485 / 20,535 / 40,,,,1317817,,1317817,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,146,B06,2,6,Undefined,007:15:03.811,2024-09-17 04:03:41 -07:00,,,485 / 20,535 / 40,,,,21311144,,21311144,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,146,B07,2,7,Undefined,007:15:04.515,2024-09-17 04:03:41 -07:00,,,485 / 20,535 / 40,,,,1371834,,1371834,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,146,B08,2,8,Undefined,007:15:05.216,2024-09-17 04:03:42 -07:00,,,485 / 20,535 / 40,,,,11017512,,11017512,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,146,B09,2,9,Undefined,007:15:05.930,2024-09-17 04:03:43 -07:00,,,485 / 20,535 / 40,,,,1373260,,1373260,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,146,B10,2,10,Undefined,007:15:06.640,2024-09-17 04:03:44 -07:00,,,485 / 20,535 / 40,,,,64876072,,64876072,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,146,B11,2,11,Undefined,007:15:07.351,2024-09-17 04:03:44 -07:00,,,485 / 20,535 / 40,,,,1376551,,1376551,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,146,B12,2,12,Undefined,007:15:08.060,2024-09-17 04:03:45 -07:00,,,485 / 20,535 / 40,,,,1304488,,1304488,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,146,B13,2,13,Undefined,007:15:08.765,2024-09-17 04:03:46 -07:00,,,485 / 20,535 / 40,,,,1361595,,1361595,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,146,B14,2,14,,007:15:09.483,2024-09-17 04:03:46 -07:00,,,485 / 20,535 / 40,,,,88285021,,88285021,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,146,B15,2,15,,007:15:10.192,2024-09-17 04:03:47 -07:00,,,485 / 20,535 / 40,,,,1408527,,1408527,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,146,B16,2,16,,007:15:10.893,2024-09-17 04:03:48 -07:00,,,485 / 20,535 / 40,,,,1448213,,1448213,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,146,B17,2,17,,007:15:11.599,2024-09-17 04:03:48 -07:00,,,485 / 20,535 / 40,,,,1326884,,1326884,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,147,B01,2,1,Undefined,007:18:00.273,2024-09-17 04:06:37 -07:00,,,485 / 20,535 / 40,,,,1323828,,1323828,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,147,B02,2,2,Undefined,007:18:00.992,2024-09-17 04:06:38 -07:00,,,485 / 20,535 / 40,,,,43402745,,43402745,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,147,B03,2,3,Undefined,007:18:01.702,2024-09-17 04:06:39 -07:00,,,485 / 20,535 / 40,,,,1334024,,1334024,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,147,B04,2,4,Undefined,007:18:02.403,2024-09-17 04:06:39 -07:00,,,485 / 20,535 / 40,,,,80756713,,80756713,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,147,B05,2,5,Undefined,007:18:03.109,2024-09-17 04:06:40 -07:00,,,485 / 20,535 / 40,,,,1316353,,1316353,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,147,B06,2,6,Undefined,007:18:03.811,2024-09-17 04:06:41 -07:00,,,485 / 20,535 / 40,,,,21341615,,21341615,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,147,B07,2,7,Undefined,007:18:04.523,2024-09-17 04:06:41 -07:00,,,485 / 20,535 / 40,,,,1371302,,1371302,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,147,B08,2,8,Undefined,007:18:05.227,2024-09-17 04:06:42 -07:00,,,485 / 20,535 / 40,,,,11007892,,11007892,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,147,B09,2,9,Undefined,007:18:05.935,2024-09-17 04:06:43 -07:00,,,485 / 20,535 / 40,,,,1376155,,1376155,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,147,B10,2,10,Undefined,007:18:06.642,2024-09-17 04:06:44 -07:00,,,485 / 20,535 / 40,,,,65161413,,65161413,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,147,B11,2,11,Undefined,007:18:07.344,2024-09-17 04:06:44 -07:00,,,485 / 20,535 / 40,,,,1378266,,1378266,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,147,B12,2,12,Undefined,007:18:08.050,2024-09-17 04:06:45 -07:00,,,485 / 20,535 / 40,,,,1305608,,1305608,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,147,B13,2,13,Undefined,007:18:08.752,2024-09-17 04:06:46 -07:00,,,485 / 20,535 / 40,,,,1359281,,1359281,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,147,B14,2,14,,007:18:09.461,2024-09-17 04:06:46 -07:00,,,485 / 20,535 / 40,,,,88095980,,88095980,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,147,B15,2,15,,007:18:10.172,2024-09-17 04:06:47 -07:00,,,485 / 20,535 / 40,,,,1411107,,1411107,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,147,B16,2,16,,007:18:10.877,2024-09-17 04:06:48 -07:00,,,485 / 20,535 / 40,,,,1454629,,1454629,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,147,B17,2,17,,007:18:11.583,2024-09-17 04:06:48 -07:00,,,485 / 20,535 / 40,,,,1326082,,1326082,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,148,B01,2,1,Undefined,007:21:00.274,2024-09-17 04:09:37 -07:00,,,485 / 20,535 / 40,,,,1324755,,1324755,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,148,B02,2,2,Undefined,007:21:00.987,2024-09-17 04:09:38 -07:00,,,485 / 20,535 / 40,,,,43314709,,43314709,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,148,B03,2,3,Undefined,007:21:01.694,2024-09-17 04:09:39 -07:00,,,485 / 20,535 / 40,,,,1332637,,1332637,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,148,B04,2,4,Undefined,007:21:02.401,2024-09-17 04:09:39 -07:00,,,485 / 20,535 / 40,,,,80826716,,80826716,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,148,B05,2,5,Undefined,007:21:03.108,2024-09-17 04:09:40 -07:00,,,485 / 20,535 / 40,,,,1317709,,1317709,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,148,B06,2,6,Undefined,007:21:03.811,2024-09-17 04:09:41 -07:00,,,485 / 20,535 / 40,,,,21348217,,21348217,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,148,B07,2,7,Undefined,007:21:04.520,2024-09-17 04:09:41 -07:00,,,485 / 20,535 / 40,,,,1371233,,1371233,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,148,B08,2,8,Undefined,007:21:05.230,2024-09-17 04:09:42 -07:00,,,485 / 20,535 / 40,,,,11021134,,11021134,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,148,B09,2,9,Undefined,007:21:05.941,2024-09-17 04:09:43 -07:00,,,485 / 20,535 / 40,,,,1376361,,1376361,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,148,B10,2,10,Undefined,007:21:06.678,2024-09-17 04:09:44 -07:00,,,485 / 20,535 / 40,,,,64598574,,64598574,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,148,B11,2,11,Undefined,007:21:07.380,2024-09-17 04:09:44 -07:00,,,485 / 20,535 / 40,,,,1379301,,1379301,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,148,B12,2,12,Undefined,007:21:08.081,2024-09-17 04:09:45 -07:00,,,485 / 20,535 / 40,,,,1305568,,1305568,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,148,B13,2,13,Undefined,007:21:08.791,2024-09-17 04:09:46 -07:00,,,485 / 20,535 / 40,,,,1360766,,1360766,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,148,B14,2,14,,007:21:09.502,2024-09-17 04:09:46 -07:00,,,485 / 20,535 / 40,,,,88079142,,88079142,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,148,B15,2,15,,007:21:10.211,2024-09-17 04:09:47 -07:00,,,485 / 20,535 / 40,,,,1414716,,1414716,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,148,B16,2,16,,007:21:10.921,2024-09-17 04:09:48 -07:00,,,485 / 20,535 / 40,,,,1454169,,1454169,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,148,B17,2,17,,007:21:11.622,2024-09-17 04:09:49 -07:00,,,485 / 20,535 / 40,,,,1328381,,1328381,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,149,B01,2,1,Undefined,007:24:00.275,2024-09-17 04:12:37 -07:00,,,485 / 20,535 / 40,,,,1324593,,1324593,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,149,B02,2,2,Undefined,007:24:00.996,2024-09-17 04:12:38 -07:00,,,485 / 20,535 / 40,,,,43158642,,43158642,,,,,1,
